Vernier Format 2
Unbenannt.cmbl 05.07.2024 13:17:23 ,
Aktuell
Zeit	Kraft	Winkel	distance
31,28	-0,0139441147716	1,3962634016	-1,75409975075
31,3	-0,0274212469144	1,44862327916	-1,8198784914
31,32	-0,0139441147716	1,51843644924	-1,90758347894
31,34	-0,0408983790572	1,55334303427	-1,95143597271
31,36	-0,020682680843	1,58824961931	-1,99528846648
31,38	-0,0274212469144	1,62315620435	-2,03914096024
31,4	-0,0408983790572	1,65806278939	-2,08299345401
31,42	-0,0341598129858	1,69296937443	-2,12684594778
31,44	-0,0341598129858	1,76278254451	-2,21455093532
31,46	-0,0476369451286	1,81514242207	-2,28032967597
31,48	-0,0476369451286	1,85004900711	-2,32418216974
31,5	-0,0408983790572	1,90240888467	-2,38996091039
31,52	-0,0408983790572	1,95476876223	-2,45573965105
31,54	-0,0543755112001	2,02458193231	-2,54344463858
31,56	-0,0543755112001	2,09439510239	-2,63114962612
31,58	-0,0476369451286	2,12930168743	-2,67500211989
31,6	-0,0611140772715	2,19911485751	-2,76270710743
31,62	-0,0745912094143	2,25147473507	-2,82848584808
31,64	-0,0745912094143	2,32128790515	-2,91619083562
31,66	-0,0880683415571	2,37364778271	-2,98196957627
31,68	-0,0813297754857	2,42600766027	-3,04774831692
31,7	-0,0948069076285	2,49582083035	-3,13545330446
31,72	-0,108284039771	2,56563400043	-3,223158292
31,74	-0,108284039771	2,63544717051	-3,31086327954
31,76	-0,115022605843	2,68780704807	-3,37664202019
31,78	-0,135238304057	2,74016692563	-3,44242076084
31,8	-0,1487154362	2,79252680319	-3,5081995015
31,82	-0,1487154362	2,82743338823	-3,55205199526
31,84	-0,162192568343	2,86233997327	-3,59590448903
31,86	-0,168931134414	2,89724655831	-3,6397569828
31,88	-0,175669700486	2,89724655831	-3,6397569828
31,9	-0,182408266557	2,91469985083	-3,66168322969
31,92	-0,168931134414	2,91469985083	-3,66168322969
31,94	-0,175669700486	2,91469985083	-3,66168322969
31,96	-0,182408266557	2,91469985083	-3,66168322969
31,98	-0,175669700486	2,91469985083	-3,66168322969
32	-0,175669700486	2,91469985083	-3,66168322969
32,02	-0,168931134414	2,91469985083	-3,66168322969
32,04	-0,155454002271	2,91469985083	-3,66168322969
32,06	-0,168931134414	2,91469985083	-3,66168322969
32,08	-0,155454002271	2,91469985083	-3,66168322969
32,1	-0,175669700486	2,91469985083	-3,66168322969
32,12	-0,175669700486	2,91469985083	-3,66168322969
32,14	-0,168931134414	2,91469985083	-3,66168322969
32,16	-0,175669700486	2,91469985083	-3,66168322969
32,18	-0,182408266557	2,91469985083	-3,66168322969
32,2	-0,175669700486	2,91469985083	-3,66168322969
32,22	-0,175669700486	2,91469985083	-3,66168322969
32,24	-0,182408266557	2,91469985083	-3,66168322969
32,26	-0,175669700486	2,91469985083	-3,66168322969
32,28	-0,175669700486	2,91469985083	-3,66168322969
32,3	-0,168931134414	2,91469985083	-3,66168322969
32,32	-0,168931134414	2,91469985083	-3,66168322969
32,34	-0,175669700486	2,91469985083	-3,66168322969
32,36	-0,182408266557	2,91469985083	-3,66168322969
32,38	-0,162192568343	2,91469985083	-3,66168322969
32,4	-0,175669700486	2,91469985083	-3,66168322969
32,42	-0,182408266557	2,91469985083	-3,66168322969
32,44	-0,175669700486	2,91469985083	-3,66168322969
32,46	-0,189146832628	2,91469985083	-3,66168322969
32,48	-0,175669700486	2,91469985083	-3,66168322969
32,5	-0,175669700486	2,91469985083	-3,66168322969
32,52	-0,182408266557	2,91469985083	-3,66168322969
32,54	-0,168931134414	2,91469985083	-3,66168322969
32,56	-0,175669700486	2,91469985083	-3,66168322969
32,58	-0,168931134414	2,91469985083	-3,66168322969
32,6	-0,175669700486	2,91469985083	-3,66168322969
32,62	-0,175669700486	2,91469985083	-3,66168322969
32,64	-0,168931134414	2,91469985083	-3,66168322969
32,66	-0,175669700486	2,91469985083	-3,66168322969
32,68	-0,182408266557	2,91469985083	-3,66168322969
32,7	-0,175669700486	2,91469985083	-3,66168322969
32,72	-0,175669700486	2,91469985083	-3,66168322969
32,74	-0,175669700486	2,91469985083	-3,66168322969
32,76	-0,175669700486	2,91469985083	-3,66168322969
32,78	-0,168931134414	2,91469985083	-3,66168322969
32,8	-0,175669700486	2,91469985083	-3,66168322969
32,82	-0,182408266557	2,91469985083	-3,66168322969
32,84	-0,175669700486	2,91469985083	-3,66168322969
32,86	-0,168931134414	2,91469985083	-3,66168322969
32,88	-0,168931134414	2,91469985083	-3,66168322969
32,9	-0,175669700486	2,91469985083	-3,66168322969
32,92	-0,175669700486	2,91469985083	-3,66168322969
32,94	-0,175669700486	2,91469985083	-3,66168322969
32,96	-0,168931134414	2,91469985083	-3,66168322969
32,98	-0,168931134414	2,91469985083	-3,66168322969
33	-0,168931134414	2,91469985083	-3,66168322969
33,02	-0,175669700486	2,91469985083	-3,66168322969
33,04	-0,175669700486	2,91469985083	-3,66168322969
33,06	-0,175669700486	2,91469985083	-3,66168322969
33,08	-0,175669700486	2,91469985083	-3,66168322969
33,1	-0,168931134414	2,91469985083	-3,66168322969
33,12	-0,162192568343	2,91469985083	-3,66168322969
33,14	-0,175669700486	2,91469985083	-3,66168322969
33,16	-0,175669700486	2,91469985083	-3,66168322969
33,18	-0,162192568343	2,91469985083	-3,66168322969
33,2	-0,168931134414	2,91469985083	-3,66168322969
33,22	-0,175669700486	2,91469985083	-3,66168322969
33,24	-0,182408266557	2,91469985083	-3,66168322969
33,26	-0,175669700486	2,91469985083	-3,66168322969
33,28	-0,168931134414	2,91469985083	-3,66168322969
33,3	-0,162192568343	2,91469985083	-3,66168322969
33,32	-0,168931134414	2,91469985083	-3,66168322969
33,34	-0,168931134414	2,91469985083	-3,66168322969
33,36	-0,168931134414	2,91469985083	-3,66168322969
33,38	-0,168931134414	2,91469985083	-3,66168322969
33,4	-0,168931134414	2,91469985083	-3,66168322969
33,42	-0,175669700486	2,91469985083	-3,66168322969
33,44	-0,175669700486	2,91469985083	-3,66168322969
33,46	-0,175669700486	2,91469985083	-3,66168322969
33,48	-0,189146832628	2,91469985083	-3,66168322969
33,5	-0,182408266557	2,91469985083	-3,66168322969
33,52	-0,175669700486	2,91469985083	-3,66168322969
33,54	-0,175669700486	2,91469985083	-3,66168322969
33,56	-0,168931134414	2,91469985083	-3,66168322969
33,58	-0,175669700486	2,93215314335	-3,68360947657
33,6	-0,168931134414	2,93215314335	-3,68360947657
33,62	-0,182408266557	2,93215314335	-3,68360947657
33,64	-0,168931134414	2,94960643587	-3,70553572346
33,66	-0,168931134414	2,94960643587	-3,70553572346
33,68	-0,182408266557	2,96705972839	-3,72746197034
33,7	-0,182408266557	2,96705972839	-3,72746197034
33,72	-0,189146832628	2,98451302091	-3,74938821722
33,74	-0,1958853987	3,00196631343	-3,77131446411
33,76	-0,209362530843	3,03687289847	-3,81516695788
33,78	-0,216101096914	3,05432619099	-3,83709320476
33,8	-0,202623964771	3,07177948351	-3,85901945165
33,82	-0,216101096914	3,08923277603	-3,88094569853
33,84	-0,222839662985	3,10668606855	-3,90287194541
33,86	-0,229578229057	3,12413936107	-3,9247981923
33,88	-0,2430553612	3,12413936107	-3,9247981923
33,9	-0,229578229057	3,12413936107	-3,9247981923
33,92	-0,249793927271	3,14159265359	-3,94672443918
33,94	-0,2430553612	3,14159265359	-3,94672443918
33,96	-0,2430553612	3,14159265359	-3,94672443918
33,98	-0,2430553612	3,15904594611	-3,96865068607
34	-0,249793927271	3,15904594611	-3,96865068607
34,02	-0,256532493342	3,15904594611	-3,96865068607
34,04	-0,256532493342	3,17649923863	-3,99057693295
34,06	-0,270009625485	3,17649923863	-3,99057693295
34,08	-0,276748191557	3,19395253115	-4,01250317984
34,1	-0,270009625485	3,21140582367	-4,03442942672
34,12	-0,276748191557	3,21140582367	-4,03442942672
34,14	-0,283486757628	3,22885911619	-4,0563556736
34,16	-0,283486757628	3,22885911619	-4,0563556736
34,18	-0,2902253237	3,24631240871	-4,07828192049
34,2	-0,2902253237	3,26376570123	-4,10020816737
34,22	-0,310441021914	3,28121899375	-4,12213441426
34,24	-0,323918154057	3,29867228627	-4,14406066114
34,26	-0,323918154057	3,31612557879	-4,16598690803
34,28	-0,323918154057	3,31612557879	-4,16598690803
34,3	-0,330656720128	3,33357887131	-4,18791315491
34,32	-0,330656720128	3,33357887131	-4,18791315491
34,34	-0,337395286199	3,35103216383	-4,2098394018
34,36	-0,350872418342	3,36848545635	-4,23176564868
34,38	-0,357610984414	3,36848545635	-4,23176564868
34,4	-0,377826682628	3,38593874887	-4,25369189556
34,42	-0,384565248699	3,40339204139	-4,27561814245
34,44	-0,391303814771	3,42084533391	-4,29754438933
34,46	-0,411519512985	3,43829862643	-4,31947063622
34,48	-0,418258079056	3,45575191895	-4,3413968831
34,5	-0,424996645128	3,45575191895	-4,3413968831
34,52	-0,431735211199	3,47320521147	-4,36332312999
34,54	-0,465428041556	3,49065850399	-4,38524937687
34,56	-0,472166607628	3,50811179651	-4,40717562375
34,58	-0,485643739771	3,52556508903	-4,42910187064
34,6	-0,499120871913	3,54301838155	-4,45102811752
34,62	-0,512598004056	3,57792496659	-4,49488061129
34,64	-0,526075136199	3,59537825911	-4,51680685818
34,66	-0,539552268342	3,61283155163	-4,53873310506
34,68	-0,566506532627	3,61283155163	-4,53873310506
34,7	-0,573245098699	3,63028484415	-4,56065935194
34,72	-0,593460796913	3,64773813667	-4,58258559883
34,74	-0,606937929056	3,64773813667	-4,58258559883
34,76	-0,620415061199	3,66519142919	-4,60451184571
34,78	-0,633892193342	3,68264472171	-4,6264380926
34,8	-0,640630759413	3,68264472171	-4,6264380926
34,82	-0,647369325484	3,70009801423	-4,64836433948
34,84	-0,660846457627	3,70009801423	-4,64836433948
34,86	-0,681062155842	3,71755130675	-4,67029058637
34,88	-0,694539287984	3,73500459927	-4,69221683325
34,9	-0,701277854056	3,73500459927	-4,69221683325
34,92	-0,72149355227	3,75245789179	-4,71414308014
34,94	-0,734970684413	3,75245789179	-4,71414308014
34,96	-0,755186382627	3,76991118431	-4,73606932702
34,98	-0,782140646913	3,78736447683	-4,7579955739
35	-0,795617779056	3,80481776935	-4,77992182079
35,02	-0,809094911198	3,80481776935	-4,77992182079
35,04	-0,822572043341	3,82227106187	-4,80184806767
35,06	-0,822572043341	3,82227106187	-4,80184806767
35,08	-0,842787741555	3,82227106187	-4,80184806767
35,1	-0,849526307627	3,83972435439	-4,82377431456
35,12	-0,856264873698	3,83972435439	-4,82377431456
35,14	-0,869742005841	3,83972435439	-4,82377431456
35,16	-0,869742005841	3,85717764691	-4,84570056144
35,18	-0,896696270127	3,85717764691	-4,84570056144
35,2	-0,903434836198	3,87463093943	-4,86762680833
35,22	-0,916911968341	3,87463093943	-4,86762680833
35,24	-0,930389100484	3,87463093943	-4,86762680833
35,26	-0,957343364769	3,89208423195	-4,88955305521
35,28	-0,950604798698	3,89208423195	-4,88955305521
35,3	-0,957343364769	3,89208423195	-4,88955305521
35,32	-0,964081930841	3,90953752447	-4,91147930209
35,34	-0,970820496912	3,90953752447	-4,91147930209
35,36	-0,984297629055	3,90953752447	-4,91147930209
35,38	-0,991036195127	3,90953752447	-4,91147930209
35,4	-0,997774761198	3,90953752447	-4,91147930209
35,42	-0,997774761198	3,90953752447	-4,91147930209
35,44	-0,997774761198	3,92699081699	-4,93340554898
35,46	-0,997774761198	3,92699081699	-4,93340554898
35,48	-1,01125189334	3,92699081699	-4,93340554898
35,5	-1,00451332727	3,92699081699	-4,93340554898
35,52	-1,01125189334	3,92699081699	-4,93340554898
35,54	-0,997774761198	3,92699081699	-4,93340554898
35,56	-1,01125189334	3,92699081699	-4,93340554898
35,58	-1,00451332727	3,92699081699	-4,93340554898
35,6	-1,01799045941	3,92699081699	-4,93340554898
35,62	-1,02472902548	3,92699081699	-4,93340554898
35,64	-1,01125189334	3,92699081699	-4,93340554898
35,66	-1,01125189334	3,92699081699	-4,93340554898
35,68	-1,01799045941	3,92699081699	-4,93340554898
35,7	-1,00451332727	3,92699081699	-4,93340554898
35,72	-0,997774761198	3,92699081699	-4,93340554898
35,74	-1,01799045941	3,92699081699	-4,93340554898
35,76	-1,01125189334	3,94444410951	-4,95533179586
35,78	-1,02472902548	3,94444410951	-4,95533179586
35,8	-1,01125189334	3,94444410951	-4,95533179586
35,82	-1,01799045941	3,94444410951	-4,95533179586
35,84	-1,02472902548	3,94444410951	-4,95533179586
35,86	-1,02472902548	3,94444410951	-4,95533179586
35,88	-1,01799045941	3,94444410951	-4,95533179586
35,9	-1,01799045941	3,94444410951	-4,95533179586
35,92	-1,02472902548	3,94444410951	-4,95533179586
35,94	-1,01799045941	3,94444410951	-4,95533179586
35,96	-1,05168328977	3,94444410951	-4,95533179586
35,98	-1,07863755405	3,96189740203	-4,97725804275
36	-1,0921146862	3,96189740203	-4,97725804275
36,02	-1,12580751655	3,96189740203	-4,97725804275
36,04	-1,11906895048	3,97935069455	-4,99918428963
36,06	-1,12580751655	3,97935069455	-4,99918428963
36,08	-1,14602321477	3,97935069455	-4,99918428963
36,1	-1,13254608263	3,97935069455	-4,99918428963
36,12	-1,15276178084	3,97935069455	-4,99918428963
36,14	-1,14602321477	3,99680398707	-5,02111053652
36,16	-1,14602321477	3,99680398707	-5,02111053652
36,18	-1,1392846487	3,99680398707	-5,02111053652
36,2	-1,14602321477	3,99680398707	-5,02111053652
36,22	-1,14602321477	3,99680398707	-5,02111053652
36,24	-1,15276178084	3,99680398707	-5,02111053652
36,26	-1,14602321477	3,99680398707	-5,02111053652
36,28	-1,15276178084	3,99680398707	-5,02111053652
36,3	-1,14602321477	3,99680398707	-5,02111053652
36,32	-1,15950034691	3,99680398707	-5,02111053652
36,34	-1,15276178084	3,99680398707	-5,02111053652
36,36	-1,16623891298	3,99680398707	-5,02111053652
36,38	-1,15950034691	3,99680398707	-5,02111053652
36,4	-1,15950034691	3,99680398707	-5,02111053652
36,42	-1,15950034691	3,99680398707	-5,02111053652
36,44	-1,15950034691	3,99680398707	-5,02111053652
36,46	-1,15276178084	4,01425727959	-5,0430367834
36,48	-1,15276178084	4,01425727959	-5,0430367834
36,5	-1,16623891298	4,01425727959	-5,0430367834
36,52	-1,17297747905	4,01425727959	-5,0430367834
36,54	-1,19319317727	4,01425727959	-5,0430367834
36,56	-1,20667030941	4,01425727959	-5,0430367834
36,58	-1,22688600763	4,01425727959	-5,0430367834
36,6	-1,20667030941	4,01425727959	-5,0430367834
36,62	-1,22014744155	4,01425727959	-5,0430367834
36,64	-1,21340887548	4,01425727959	-5,0430367834
36,66	-1,22688600763	4,01425727959	-5,0430367834
36,68	-1,21340887548	4,01425727959	-5,0430367834
36,7	-1,20667030941	4,03171057211	-5,06496303029
36,72	-1,21340887548	4,03171057211	-5,06496303029
36,74	-1,21340887548	4,03171057211	-5,06496303029
36,76	-1,22014744155	4,03171057211	-5,06496303029
36,78	-1,21340887548	4,03171057211	-5,06496303029
36,8	-1,22014744155	4,03171057211	-5,06496303029
36,82	-1,22014744155	4,03171057211	-5,06496303029
36,84	-1,21340887548	4,03171057211	-5,06496303029
36,86	-1,22688600763	4,03171057211	-5,06496303029
36,88	-1,21340887548	4,03171057211	-5,06496303029
36,9	-1,22014744155	4,03171057211	-5,06496303029
36,92	-1,22014744155	4,03171057211	-5,06496303029
36,94	-1,22688600763	4,03171057211	-5,06496303029
36,96	-1,21340887548	4,03171057211	-5,06496303029
36,98	-1,22014744155	4,03171057211	-5,06496303029
37	-1,22014744155	4,03171057211	-5,06496303029
37,02	-1,21340887548	4,03171057211	-5,06496303029
37,04	-1,21340887548	4,03171057211	-5,06496303029
37,06	-1,20667030941	4,03171057211	-5,06496303029
37,08	-1,22014744155	4,03171057211	-5,06496303029
37,1	-1,22688600763	4,03171057211	-5,06496303029
37,12	-1,22688600763	4,03171057211	-5,06496303029
37,14	-1,22014744155	4,03171057211	-5,06496303029
37,16	-1,22014744155	4,03171057211	-5,06496303029
37,18	-1,22014744155	4,03171057211	-5,06496303029
37,2	-1,21340887548	4,03171057211	-5,06496303029
37,22	-1,20667030941	4,03171057211	-5,06496303029
37,24	-1,20667030941	4,03171057211	-5,06496303029
37,26	-1,19993174334	4,03171057211	-5,06496303029
37,28	-1,20667030941	4,03171057211	-5,06496303029
37,3	-1,20667030941	4,03171057211	-5,06496303029
37,32	-1,20667030941	4,03171057211	-5,06496303029
37,34	-1,19993174334	4,03171057211	-5,06496303029
37,36	-1,19993174334	4,03171057211	-5,06496303029
37,38	-1,1864546112	4,01425727959	-5,0430367834
37,4	-1,1864546112	4,01425727959	-5,0430367834
37,42	-1,13254608263	3,97935069455	-4,99918428963
37,44	-1,02472902548	3,92699081699	-4,93340554898
37,46	-0,896696270127	3,87463093943	-4,86762680833
37,48	-0,782140646913	3,78736447683	-4,7579955739
37,5	-0,67432358977	3,71755130675	-4,67029058637
37,52	-0,573245098699	3,63028484415	-4,56065935194
37,54	-0,485643739771	3,52556508903	-4,42910187064
37,56	-0,391303814771	3,42084533391	-4,29754438933
37,58	-0,357610984414	3,33357887131	-4,18791315491
37,6	-0,310441021914	3,24631240871	-4,07828192049
37,62	-0,270009625485	3,17649923863	-3,99057693295
37,64	-0,2430553612	3,07177948351	-3,85901945165
37,66	-0,202623964771	2,96705972839	-3,72746197034
37,68	-0,182408266557	2,87979326579	-3,61783073592
37,7	-0,1487154362	2,77507351067	-3,48627325461
37,72	-0,121761171914	2,68780704807	-3,37664202019
37,74	-0,108284039771	2,56563400043	-3,223158292
37,76	-0,1015454737	2,42600766027	-3,04774831692
37,78	-0,0745912094143	2,30383461263	-2,89426458873
37,8	-0,0745912094143	2,16420827247	-2,71885461366
37,82	-0,0611140772715	2,07694180987	-2,60922337924
37,84	-0,0543755112001	1,97222205475	-2,47766589793
37,86	-0,0476369451286	1,91986217719	-2,41188715728
37,88	-0,0408983790572	1,86750229963	-2,34610841663
37,9	-0,0476369451286	1,83259571459	-2,30225592286
37,92	-0,0341598129858	1,79768912955	-2,25840342909
37,94	-0,0408983790572	1,72787595947	-2,17069844155
37,96	-0,0341598129858	1,69296937443	-2,12684594778
37,98	-0,0274212469144	1,64060949687	-2,06106720713
38	-0,0274212469144	1,58824961931	-1,99528846648
38,02	-0,020682680843	1,50098315672	-1,88565723205
38,04	-0,0274212469144	1,41371669412	-1,77602599763
38,06	-0,020682680843	1,37881010908	-1,73217350386
38,08	-0,020682680843	1,32645023152	-1,66639476321
38,1	-0,020682680843	1,25663706144	-1,57868977567
38,12	-0,0139441147716	1,16937059884	-1,46905854125
38,14	-0,020682680843	1,09955742876	-1,38135355371
38,16	-0,0139441147716	1,06465084372	-1,33750105995
38,18	-0,0139441147716	1,01229096616	-1,27172231929
38,2	-0,020682680843	0,942477796077	-1,18401733175
38,22	-0,0139441147716	0,907571211037	-1,14016483799
38,24	-0,000466982628748	0,890117918517	-1,1182385911
38,26	-0,0139441147716	0,872664625997	-1,09631234422
38,28	-0,0139441147716	0,855211333477	-1,07438609733
38,3	-0,00720554870016	0,837758040957	-1,05245985045
38,32	-0,000466982628748	0,820304748437	-1,03053360356
38,34	-0,0139441147716	0,820304748437	-1,03053360356
38,36	-0,020682680843	0,785398163397	-0,986681109796
38,38	-0,00720554870016	0,750491578358	-0,942828616027
38,4	-0,00720554870016	0,663225115758	-0,833197381605
38,42	-0,0139441147716	0,628318530718	-0,789344887837
38,44	-0,0139441147716	0,610865238198	-0,767418640952
38,46	-0,0139441147716	0,610865238198	-0,767418640952
38,48	-0,0139441147716	0,593411945678	-0,745492394068
38,5	-0,000466982628748	0,575958653158	-0,723566147184
38,52	-0,00720554870016	0,558505360638	-0,701639900299
38,54	-0,000466982628748	0,541052068118	-0,679713653415
38,56	-0,00720554870016	0,523598775598	-0,657787406531
38,58	-0,000466982628748	0,471238898038	-0,592008665877
38,6	-0,000466982628748	0,383972435439	-0,482377431456
38,62	-0,0139441147716	0,331612557879	-0,416598690803
38,64	-0,0139441147716	0,296705972839	-0,372746197034
38,66	0,00627158344267	0,279252680319	-0,35081995015
38,68	0,00627158344267	0,261799387799	-0,328893703265
38,7	-0,000466982628748	0,226892802759	-0,285041209497
38,72	-0,000466982628748	0,157079632679	-0,197336221959
38,74	-0,00720554870016	0,0872664625997	-0,109631234422
38,76	0,00627158344267	0,0698131700798	-0,0877049875374
38,78	-0,000466982628748	0,0349065850399	-0,0438524937687
38,8	0,00627158344267	0,0174532925199	-0,0219262468844
38,82	-0,000466982628748	0	-0
38,84	0,00627158344267	-0,0174532925199	0,0219262468844
38,86	0,00627158344267	-0,0174532925199	0,0219262468844
38,88	-0,00720554870016	-0,0174532925199	0,0219262468844
38,9	0,00627158344267	-0,0174532925199	0,0219262468844
38,92	-0,00720554870016	-0,0174532925199	0,0219262468844
38,94	-0,00720554870016	-0,0174532925199	0,0219262468844
38,96	-0,00720554870016	-0,0174532925199	0,0219262468844
38,98	-0,000466982628748	-0,0174532925199	0,0219262468844
39	0,00627158344267	-0,0174532925199	0,0219262468844
39,02	-0,00720554870016	-0,0174532925199	0,0219262468844
39,04	0,0130101495141	-0,0174532925199	0,0219262468844
39,06	-0,000466982628748	-0,0174532925199	0,0219262468844
39,08	-0,000466982628748	-0,0174532925199	0,0219262468844
39,1	-0,00720554870016	-0,0174532925199	0,0219262468844
39,12	-0,000466982628748	-0,0174532925199	0,0219262468844
39,14	-0,000466982628748	-0,0174532925199	0,0219262468844
39,16	-0,000466982628748	-0,0174532925199	0,0219262468844
39,18	-0,00720554870016	-0,0174532925199	0,0219262468844
39,2	-0,000466982628748	-0,0174532925199	0,0219262468844
39,22	-0,000466982628748	-0,0174532925199	0,0219262468844
39,24	-0,0139441147716	0	-0
39,26	-0,00720554870016	0	-0
39,28	-0,0139441147716	0	-0
39,3	-0,00720554870016	0,0174532925199	-0,0219262468844
39,32	0,00627158344267	0,0523598775598	-0,0657787406531
39,34	0,0130101495141	0,10471975512	-0,131557481306
39,36	-0,000466982628748	0,174532925199	-0,219262468844
39,38	-0,00720554870016	0,244346095279	-0,306967456381
39,4	-0,00720554870016	0,296705972839	-0,372746197034
39,42	0,00627158344267	0,349065850399	-0,438524937687
39,44	0,00627158344267	0,453785605519	-0,570082418993
39,46	-0,0139441147716	0,523598775598	-0,657787406531
39,48	-0,00720554870016	0,593411945678	-0,745492394068
39,5	-0,000466982628748	0,663225115758	-0,833197381605
39,52	-0,00720554870016	0,767944870878	-0,964754862911
39,54	-0,0139441147716	0,837758040957	-1,05245985045
39,56	0,00627158344267	0,907571211037	-1,14016483799
39,58	-0,000466982628748	1,01229096616	-1,27172231929
39,6	-0,0139441147716	1,08210413624	-1,35942730683
39,62	-0,000466982628748	1,16937059884	-1,46905854125
39,64	-0,0139441147716	1,25663706144	-1,57868977567
39,66	-0,020682680843	1,34390352404	-1,6883210101
39,68	-0,0274212469144	1,41371669412	-1,77602599763
39,7	-0,0341598129858	1,50098315672	-1,88565723205
39,72	-0,0274212469144	1,57079632679	-1,97336221959
39,74	-0,0274212469144	1,64060949687	-2,06106720713
39,76	-0,0341598129858	1,69296937443	-2,12684594778
39,78	-0,0408983790572	1,78023583703	-2,2364771822
39,8	-0,0341598129858	1,85004900711	-2,32418216974
39,82	-0,0408983790572	1,91986217719	-2,41188715728
39,84	-0,0274212469144	1,97222205475	-2,47766589793
39,86	-0,0678526433429	2,07694180987	-2,60922337924
39,88	-0,0678526433429	2,14675497995	-2,69692836678
39,9	-0,0543755112001	2,21656815003	-2,78463335431
39,92	-0,0813297754857	2,30383461263	-2,89426458873
39,94	-0,0948069076285	2,37364778271	-2,98196957627
39,96	-0,0948069076285	2,46091424531	-3,09160081069
39,98	-0,0880683415571	2,54818070791	-3,20123204512
40	-0,121761171914	2,63544717051	-3,31086327954
40,02	-0,141976870128	2,72271363311	-3,42049451396
40,04	-0,1487154362	2,80998009571	-3,53012574838
40,06	-0,168931134414	2,89724655831	-3,6397569828
40,08	-0,189146832628	2,96705972839	-3,72746197034
40,1	-0,216101096914	3,05432619099	-3,83709320476
40,12	-0,2430553612	3,14159265359	-3,94672443918
40,14	-0,276748191557	3,19395253115	-4,01250317984
40,16	-0,310441021914	3,24631240871	-4,07828192049
40,18	-0,344133852271	3,29867228627	-4,14406066114
40,2	-0,357610984414	3,35103216383	-4,2098394018
40,22	-0,384565248699	3,38593874887	-4,25369189556
40,24	-0,398042380842	3,38593874887	-4,25369189556
40,26	-0,398042380842	3,38593874887	-4,25369189556
40,28	-0,398042380842	3,38593874887	-4,25369189556
40,3	-0,391303814771	3,38593874887	-4,25369189556
40,32	-0,404780946914	3,38593874887	-4,25369189556
40,34	-0,391303814771	3,38593874887	-4,25369189556
40,36	-0,391303814771	3,38593874887	-4,25369189556
40,38	-0,384565248699	3,38593874887	-4,25369189556
40,4	-0,391303814771	3,38593874887	-4,25369189556
40,42	-0,398042380842	3,38593874887	-4,25369189556
40,44	-0,398042380842	3,38593874887	-4,25369189556
40,46	-0,404780946914	3,38593874887	-4,25369189556
40,48	-0,391303814771	3,38593874887	-4,25369189556
40,5	-0,398042380842	3,38593874887	-4,25369189556
40,52	-0,398042380842	3,38593874887	-4,25369189556
40,54	-0,398042380842	3,38593874887	-4,25369189556
40,56	-0,398042380842	3,38593874887	-4,25369189556
40,58	-0,384565248699	3,38593874887	-4,25369189556
40,6	-0,398042380842	3,38593874887	-4,25369189556
40,62	-0,398042380842	3,38593874887	-4,25369189556
40,64	-0,404780946914	3,38593874887	-4,25369189556
40,66	-0,398042380842	3,38593874887	-4,25369189556
40,68	-0,404780946914	3,38593874887	-4,25369189556
40,7	-0,391303814771	3,38593874887	-4,25369189556
40,72	-0,404780946914	3,38593874887	-4,25369189556
40,74	-0,404780946914	3,38593874887	-4,25369189556
40,76	-0,398042380842	3,38593874887	-4,25369189556
40,78	-0,398042380842	3,38593874887	-4,25369189556
40,8	-0,404780946914	3,38593874887	-4,25369189556
40,82	-0,404780946914	3,40339204139	-4,27561814245
40,84	-0,391303814771	3,40339204139	-4,27561814245
40,86	-0,398042380842	3,40339204139	-4,27561814245
40,88	-0,404780946914	3,40339204139	-4,27561814245
40,9	-0,411519512985	3,42084533391	-4,29754438933
40,92	-0,424996645128	3,43829862643	-4,31947063622
40,94	-0,438473777271	3,47320521147	-4,36332312999
40,96	-0,465428041556	3,49065850399	-4,38524937687
40,98	-0,478905173699	3,52556508903	-4,42910187064
41	-0,512598004056	3,56047167407	-4,47295436441
41,02	-0,539552268342	3,57792496659	-4,49488061129
41,04	-0,559767966556	3,61283155163	-4,53873310506
41,06	-0,566506532627	3,61283155163	-4,53873310506
41,08	-0,57998366477	3,63028484415	-4,56065935194
41,1	-0,600199362985	3,64773813667	-4,58258559883
41,12	-0,606937929056	3,66519142919	-4,60451184571
41,14	-0,62715362727	3,66519142919	-4,60451184571
41,16	-0,606937929056	3,66519142919	-4,60451184571
41,18	-0,620415061199	3,66519142919	-4,60451184571
41,2	-0,620415061199	3,68264472171	-4,6264380926
41,22	-0,62715362727	3,68264472171	-4,6264380926
41,24	-0,613676495127	3,68264472171	-4,6264380926
41,26	-0,620415061199	3,68264472171	-4,6264380926
41,28	-0,633892193342	3,68264472171	-4,6264380926
41,3	-0,640630759413	3,70009801423	-4,64836433948
41,32	-0,67432358977	3,71755130675	-4,67029058637
41,34	-0,694539287984	3,73500459927	-4,69221683325
41,36	-0,72149355227	3,75245789179	-4,71414308014
41,38	-0,734970684413	3,76991118431	-4,73606932702
41,4	-0,76866351477	3,78736447683	-4,7579955739
41,42	-0,782140646913	3,80481776935	-4,77992182079
41,44	-0,802356345127	3,80481776935	-4,77992182079
41,46	-0,81583347727	3,82227106187	-4,80184806767
41,48	-0,836049175484	3,82227106187	-4,80184806767
41,5	-0,842787741555	3,83972435439	-4,82377431456
